Session,RC,RT,MC,LT,JP,AD,Volume(%)
1,B,1.8284496375349,2,W,L,34,67
1,B,1.54744375534642,3,Y,R,0,50
1,B,0.852981942399197,2,W,L,34,67
1,B,1.84718478521165,4,W,R,34,67
1,B,1.94489305425816,2,Y,L,34,33
1,B,0.839841739471638,5,W,R,80,90
1,B,1.90457586016157,2,Y,R,34,67
1,B,0.869791414714882,5,Y,L,80,90
1,B,1.5869860521492,1,Y,R,80,90
1,B,0.820193781411717,1,W,L,80,90
1,B,0.755748406863404,3,Y,L,0,50
1,B,1.49382711227122,1,Y,L,80,10
1,B,1.04375540647857,3,Y,L,0,50
1,B,1.21132852370192,2,W,L,34,67
1,B,0.819680888941548,5,W,R,80,90
1,B,0.838704181831304,5,W,R,80,90
1,B,0.819771929608464,2,W,L,34,67
1,B,3.0310277409626,2,Y,R,34,67
1,B,1.49017016191715,3,Y,L,0,50
1,B,1.35771710870449,1,Y,R,80,90
1,B,1.69134028988196,3,W,L,0,50
1,B,0.803551667681631,3,W,R,0,50
1,B,1.19728843035364,5,Y,L,80,90
1,B,1.12007873365133,2,W,L,34,67
1,B,1.08713463171944,2,W,L,34,67
1,B,0.671763241384269,3,W,L,0,50
1,B,1.34329662761934,2,W,R,34,33
1,B,1.17831681731445,1,Y,R,80,90
1,B,0.886465077190678,1,W,R,80,10
1,B,1.39429111920822,3,W,L,0,50
1,B,0.905010331463245,3,Y,R,0,50
1,B,0.970146172851628,5,W,L,80,10
1,B,1.45364993451381,3,W,L,0,50
1,B,0.823762094812764,5,W,L,80,10
1,B,0.83619440397365,1,Y,R,80,90
1,B,0.554787101550801,5,Y,L,80,90
1,B,1.62746399461798,1,Y,L,80,10
1,B,0.622159598796088,5,W,L,80,10
1,B,0.752740459283586,1,Y,L,80,10
1,B,0.736930931982897,3,Y,L,0,50
1,B,0.842611418903289,1,Y,L,80,10
1,B,0.619413055111409,3,W,R,0,50
1,B,1.06986424724846,2,W,R,34,33
1,B,0.872896412246519,1,W,R,80,10
1,B,0.841010244929521,5,Y,R,80,10
1,B,0.719453828109863,3,Y,L,0,50
1,B,0.871048557125505,1,W,L,80,90
1,M,1.63753315247388,1,W,L,80,90
1,M,1.65570132411591,5,Y,L,80,90
1,M,1.18700834659631,3,Y,R,0,50
1,M,1.42802153607539,4,Y,L,34,67
1,M,2.12351694603331,1,Y,R,80,90
1,M,2.04184625665118,2,Y,R,34,67
1,M,0.890978951578063,2,W,L,34,67
1,M,0.953016706112635,3,W,L,0,50
1,M,0.756825270725813,5,W,L,80,10
1,M,1.00329218675779,5,W,L,80,10
1,M,2.32079786478084,1,Y,L,80,10
1,M,1.12244368774191,4,Y,L,34,67
1,M,1.50795884721481,3,Y,L,0,50
1,M,1.23705277023532,5,Y,R,80,10
1,M,0.940213624070452,5,W,R,80,90
1,M,0.896555267543818,4,Y,L,34,67
1,M,0.847086833867024,1,W,L,80,90
1,M,2.14542920266103,1,W,L,80,90
1,M,0.986410302558511,4,W,R,34,67
1,M,1.16401742332073,2,W,L,34,67
1,M,1.32020114278578,2,Y,L,34,33
1,M,0.940998436684481,1,W,R,80,10
1,M,2.44922710079345,2,Y,R,34,67
1,M,0.93899914758299,5,W,R,80,90
1,M,1.01994361487937,3,W,R,0,50
1,M,1.00328978304378,5,W,R,80,90
1,M,0.847623763477031,1,W,L,80,90
1,M,1.18671359116968,5,Y,R,80,10
1,M,1.2701422968629,1,Y,R,80,90
1,M,0.802993705574522,4,W,R,34,67
1,M,3.26398247932877,1,Y,R,80,90
1,M,0.770010543290482,3,W,R,0,50
1,M,1.59553425998502,5,W,R,80,90
1,M,0.85439262204045,5,W,R,80,90
1,M,1.19460017673305,5,W,R,80,90
1,M,1.3620137474411,2,Y,R,34,67
1,M,2.1077633050827,1,Y,R,80,90
1,M,1.26996622481397,5,Y,L,80,90
1,M,0.942376365722566,2,W,L,34,67
1,M,1.42084344520708,1,Y,L,80,10
1,M,0.986713771448194,5,Y,R,80,10
1,M,1.46234056240291,4,Y,L,34,67
1,M,0.920143213278834,1,Y,L,80,10
1,M,1.00961365405692,1,Y,R,80,90
1,M,1.25334784775964,2,Y,L,34,33
1,M,1.7818722708455,2,Y,L,34,33
1,M,1.32005782133979,2,W,R,34,33
1,M,0.938347741094731,4,W,L,34,33
1,M,0.973085314118862,1,Y,R,80,90
1,M,0.690745370672403,5,Y,L,80,90
1,M,0.595647835470572,3,Y,R,0,50
1,M,0.952444922650102,1,W,L,80,90
1,M,0.736638880734745,5,Y,R,80,10
1,M,0.847298961625711,4,Y,R,34,33
1,M,1.32764604590557,2,W,L,34,67
1,M,1.02707273007513,5,Y,R,80,10
1,M,0.705471123432744,3,W,L,0,50
1,M,0.711672104568606,5,W,R,80,90
1,M,0.88018297070812,1,W,L,80,90
1,M,0.792693791176816,3,W,L,0,50
1,M,1.14152797487395,5,Y,R,80,10
1,G,1.47148038434184,2,Y,L,34,33
1,G,0.860815646254991,3,W,R,0,50
1,G,1.3882430743742,2,W,L,34,67
1,G,1.7420703729332,3,W,R,0,50
1,G,1.09690933461292,4,Y,L,34,67
1,G,1.04786695923872,5,W,R,80,90
1,G,1.37016233782816,2,Y,R,34,67
1,G,1.2056984246359,5,Y,R,80,10
1,G,1.14042136505111,3,Y,L,0,50
1,G,0.972492498158886,1,Y,R,80,90
1,G,1.54201166221935,1,Y,R,80,90
1,G,0.859557902915867,5,W,R,80,90
1,G,1.78758139200875,1,Y,R,80,90
1,G,0.986726991875116,4,Y,L,34,67
1,G,2.37693239824853,2,Y,L,34,33
1,G,0.803326019031942,3,Y,L,0,50
1,G,1.57132164908001,2,W,L,34,67
1,G,1.64353492581381,1,Y,L,80,10
1,G,0.978640597587287,4,Y,L,34,67
1,G,1.34654674938247,5,Y,L,80,90
1,G,0.987439993534053,1,W,L,80,90
1,G,1.8708012750501,4,W,R,34,67
1,G,1.05356977065264,2,W,L,34,67
1,G,0.721695892323282,4,W,R,34,67
1,G,1.08964891654091,5,Y,L,80,90
1,G,1.37074944496749,4,W,R,34,67
1,G,0.887178078849502,3,W,R,0,50
1,G,1.57089949681244,4,W,R,34,67
1,G,0.870717745989396,2,W,L,34,67
1,G,0.878735033500334,3,W,R,0,50
1,G,0.652845411445242,2,W,L,34,67
1,G,1.07683321500053,5,Y,L,80,90
1,G,1.3752954690292,4,Y,R,34,33
1,G,0.728174201959519,5,W,L,80,10
1,G,0.819930274266881,5,W,L,80,10
1,G,0.610957991192208,3,W,L,0,50
1,G,1.25328204608945,5,W,L,80,10
1,G,0.819697114010751,3,Y,R,0,50
1,G,1.17381766567519,2,W,L,34,67
1,G,0.907837099101926,5,Y,R,80,10
1,G,1.56444822895855,4,Y,R,34,33
1,G,0.724460764326977,5,Y,R,80,10
1,G,0.964588786133618,2,W,L,34,67
1,G,1.057444557586,3,W,R,0,50
1,G,0.752881677479991,3,Y,L,0,50
1,G,0.807218533355808,1,Y,L,80,10
1,G,2.23854727940147,1,W,L,80,90
1,G,1.25342717032072,2,W,R,34,33
1,G,0.874113292448101,2,W,L,34,67
2,R,1.95419482642683,5,Y,R,80,10
2,R,1.10681113388364,3,W,R,0,50
2,R,1.30327719359138,5,W,L,80,10
2,R,1.37042284033032,5,W,L,80,10
2,R,1.67831726801069,3,W,R,0,50
2,R,0.891304354357999,5,W,L,80,10
2,R,1.06015474509695,5,W,L,80,10
2,R,0.919981563513829,3,W,R,0,50
2,R,1.13116045602055,1,Y,L,80,10
2,R,1.29675772035353,1,Y,L,80,10
2,R,0.828038301980087,4,W,L,34,33
2,R,1.60628967818229,3,Y,L,0,50
2,R,1.48766879705818,3,Y,L,0,50
2,R,0.986754334121542,4,Y,R,34,33
2,R,1.19817540081203,3,Y,L,0,50
2,R,0.910634721708448,1,W,R,80,10
2,R,1.07516744121403,1,W,R,80,10
2,R,1.08142100359328,5,Y,R,80,10
2,R,0.852855446951253,1,Y,L,80,10
2,R,0.897657670867375,5,Y,R,80,10
2,R,0.836664930984625,3,W,R,0,50
2,R,0.847193198210334,4,W,L,34,33
2,R,0.961371414973655,1,Y,L,80,10
2,R,1.74459246982497,3,W,R,0,50
2,R,1.54515692196037,4,W,L,34,33
2,R,1.35411093680887,4,Y,R,34,33
2,R,1.58810077450653,3,Y,L,0,50
2,R,0.886621018134974,4,Y,R,34,33
2,R,0.796642191850879,1,Y,L,80,10
2,R,0.71214112925918,4,Y,R,34,33
2,R,0.825089545856827,2,Y,L,34,33
2,R,0.569676607326073,2,Y,L,34,33
2,R,1.19222921335768,1,W,R,80,10
2,R,0.736869036348253,3,Y,L,0,50
2,R,1.01315222149697,4,W,L,34,33
2,R,0.793338286987819,2,Y,L,34,33
2,R,0.686336959235632,3,Y,L,0,50
2,R,2.87888706840931,4,Y,R,34,33
2,R,0.960659014242992,4,W,L,34,33
2,R,0.876700289617474,3,Y,L,0,50
2,R,0.687167742878955,4,Y,R,34,33
2,R,1.18122260704968,2,Y,L,34,33
2,R,0.92254782864984,4,Y,R,34,33
2,R,0.90845966102188,1,W,R,80,10
2,R,0.825569387260657,4,Y,R,34,33
2,R,0.686257336210474,3,Y,L,0,50
2,R,0.752840513878255,2,Y,L,34,33
2,R,0.80786483195152,4,W,L,34,33
2,R,0.659277750051842,1,W,R,80,10
2,R,1.63184506380821,4,W,L,34,33
2,R,0.657138745074917,5,W,L,80,10
2,R,0.69717230092192,1,Y,L,80,10
2,R,0.690825895090711,4,Y,R,34,33
2,R,0.721451013961996,5,Y,R,80,10
2,R,0.589107930663886,2,Y,L,34,33
2,R,1.19124519294746,5,W,L,80,10
2,R,0.755394159516072,3,W,R,0,50
2,B,1.54902329589459,3,Y,L,0,50
2,B,1.29824171327164,4,Y,R,34,33
2,B,1.45624324143228,1,Y,L,80,10
2,B,1.53703116685574,5,W,L,80,10
2,B,1.29486810070284,2,Y,L,34,33
2,B,1.02027142137285,2,W,R,34,33
2,B,0.995688938979583,3,W,R,0,50
2,B,1.12804584363312,1,Y,L,80,10
2,B,2.10452009399705,1,W,R,80,10
2,B,1.06984201289379,4,Y,R,34,33
2,B,1.07317265907568,5,Y,R,80,10
2,B,0.970037404794311,4,Y,R,34,33
2,B,1.9462616689043,1,W,R,80,10
2,B,1.8031388298059,4,W,L,34,33
2,B,1.55396412997743,4,W,L,34,33
2,B,1.13009561072795,2,Y,L,34,33
2,B,1.27307032095359,4,W,L,34,33
2,B,1.04014382622609,4,W,L,34,33
2,B,0.829994925158644,5,Y,R,80,10
2,B,0.82996427780563,5,W,L,80,10
2,B,0.953252270081975,5,W,L,80,10
2,B,0.876360164089419,3,Y,L,0,50
2,B,0.973399900185541,1,Y,L,80,10
2,B,1.62148625841837,3,W,R,0,50
2,B,0.836666433306164,3,W,R,0,50
2,B,1.07611660777093,2,W,R,34,33
2,B,0.67975168432713,2,W,R,34,33
2,B,1.12143082276452,3,Y,L,0,50
2,B,1.02684948513979,2,Y,L,34,33
2,B,0.753383452772141,1,W,R,80,10
2,B,1.07252305537259,1,Y,L,80,10
2,B,0.95324505894132,1,Y,L,80,10
2,B,0.803153552554249,2,Y,L,34,33
2,B,0.752937263365311,4,Y,R,34,33
2,B,0.945871065383471,3,W,R,0,50
2,B,0.805632382594013,1,Y,L,80,10
2,B,0.709595896620158,5,Y,R,80,10
2,B,0.803761692190164,3,Y,L,0,50
2,B,1.20383644769481,3,Y,L,0,50
2,B,0.910380228490794,4,Y,R,34,33
2,B,0.80369198448534,5,W,L,80,10
2,B,1.39451827017911,1,W,R,80,10
2,B,0.687353429784707,3,Y,L,0,50
2,B,1.54637500401896,5,W,L,80,10
2,B,0.711156808384658,3,W,R,0,50
2,B,0.669692141327687,3,W,R,0,50
2,B,0.619343347405447,3,Y,L,0,50
2,B,0.839986863703416,5,Y,R,80,10
2,B,0.626831517378378,4,W,L,34,33
2,B,1.0698426138224,5,Y,R,80,10
2,B,0.939862080900639,4,W,L,34,33
2,B,0.663931640778173,1,Y,L,80,10
2,B,0.695915458975833,2,W,R,34,33
2,B,0.746929781205836,4,Y,R,34,33
2,B,0.937705949462725,4,Y,R,34,33
2,B,1.81315660827477,2,Y,L,34,33
2,M,1.35384262223488,2,W,R,34,33
2,M,1.57047704408069,1,Y,L,80,10
2,M,1.09570146833903,5,W,L,80,10
2,M,1.47686860968861,4,W,L,34,33
2,M,1.07597358678868,1,Y,L,80,10
2,M,1.25358100801623,4,Y,R,34,33
2,M,0.847787216027427,4,Y,R,34,33
2,M,1.45673119536968,3,W,R,0,50
2,M,0.963007743263915,5,W,L,80,10
2,M,1.3771439250786,4,W,L,34,33
2,M,1.17031214930194,2,W,R,34,33
2,M,1.43838695167869,4,W,L,34,33
2,M,1.80325961643393,1,W,R,80,10
2,M,1.73218990662463,3,Y,L,0,50
2,M,1.25350348824031,5,W,L,80,10
2,M,1.53642993789708,1,Y,L,80,10
2,M,1.67088017696187,5,Y,R,80,10
2,M,1.16353217356209,3,W,R,0,50
2,M,0.886862290925819,2,W,R,34,33
2,M,1.88725139212602,1,Y,L,80,10
2,M,1.27220888995544,2,Y,L,34,33
2,M,0.736791216108031,3,W,R,0,50
2,M,1.00634520397489,2,W,R,34,33
2,M,0.73627111249607,2,Y,L,34,33
2,M,0.625901280068319,1,Y,L,80,10
2,M,3.02154989674546,4,Y,R,34,33
2,M,0.640952135144289,5,Y,R,80,10
2,M,0.619812973024636,3,W,R,0,50
2,M,1.06071481045365,2,W,R,34,33
2,M,0.820325084287106,2,W,R,34,33
2,M,1.18688335346997,3,W,R,0,50
2,M,0.842627343508866,2,W,R,34,33
2,M,0.919711145691508,4,Y,R,34,33
2,M,0.659941175109452,2,Y,L,34,33
2,M,0.602960534321937,2,W,R,34,33
2,M,0.702912069437843,2,Y,L,34,33
2,M,0.902907382196645,1,W,R,80,10
2,M,0.670512108258663,2,W,R,34,33
2,M,0.872182809659535,4,Y,R,34,33
2,M,1.05464272847985,4,Y,R,34,33
2,M,0.588001320840704,5,Y,R,80,10
2,G,0.970044916400184,3,Y,L,0,50
2,G,1.32433523036434,2,W,R,34,33
2,G,1.52668588235701,4,W,L,34,33
2,G,1.4366592822571,4,W,L,34,33
2,G,1.64853134578243,1,W,R,80,10
2,G,1.18851156922574,3,Y,L,0,50
2,G,1.04033251777309,3,W,R,0,50
2,G,0.962172753120285,2,Y,L,34,33
2,G,0.936466534442843,4,Y,R,34,33
2,G,1.37022874042759,1,W,R,80,10
2,G,0.786836841603872,2,W,R,34,33
2,G,0.903748381624609,4,W,L,34,33
2,G,0.902868021379618,3,Y,L,0,50
2,G,0.877043419788606,5,Y,R,80,10
2,G,0.661260213155401,4,Y,R,34,33
2,G,1.40615284676369,3,W,R,0,50
2,G,0.661676356138742,4,Y,R,34,33
2,G,1.33978450103314,4,Y,R,34,33
2,G,1.02174579943494,5,Y,R,80,10
2,G,0.736229347965491,1,W,R,80,10
2,G,1.01110756229446,4,W,L,34,33
2,G,0.742500036806632,1,W,R,80,10
2,G,0.67976069825454,2,Y,L,34,33
2,G,1.12608080745485,5,Y,L,80,90
2,G,1.07000216033794,1,W,R,80,10
2,G,2.13771628543236,5,Y,L,80,90
2,G,0.686397352549648,3,Y,L,0,50
2,G,0.988338381634094,4,Y,R,34,33
2,G,0.787869236757615,1,Y,L,80,10
2,G,0.645311871372542,3,W,R,0,50
2,G,1.13852032775867,3,W,R,0,50
2,G,0.976923143949534,1,Y,L,80,10
2,G,0.621859435012993,2,Y,L,34,33
2,G,0.669709868717291,1,Y,L,80,10
2,G,0.953708675274356,3,Y,L,0,50
2,G,0.97060858732857,4,W,L,34,33
3,R,0.870207858161734,4,Y,L,34,67
3,R,0.753887932244083,1,Y,L,80,10
3,R,1.00377383094622,1,W,L,80,90
3,R,1.11226606229275,4,W,R,34,67
3,R,1.01171900703775,3,Y,R,0,50
3,R,1.00741816180175,4,W,R,34,67
3,R,1.37634499064507,5,W,L,80,10
3,R,1.64455500193344,2,Y,R,34,67
3,R,1.34737542977655,5,Y,R,80,10
3,R,1.03681648515123,2,Y,L,34,33
3,R,1.27038687476011,5,W,L,80,10
3,R,1.03122244179485,1,W,R,80,10
3,R,1.2784438235517,5,Y,R,80,10
3,R,0.746198751691281,2,Y,R,34,67
3,R,1.57070058948079,4,W,L,34,33
3,R,1.12921254630533,5,W,R,80,90
3,R,1.82245387347984,3,Y,L,0,50
3,R,1.09346781712429,3,Y,R,0,50
3,R,0.672717816298018,5,Y,L,80,90
3,R,1.81263560327056,1,W,R,80,10
3,R,1.22012130943517,1,W,R,80,10
3,R,1.70386844713767,1,Y,L,80,10
3,R,1.44727468411429,2,W,L,34,67
3,R,2.15554012504731,4,W,L,34,33
3,R,1.60508541747868,3,Y,L,0,50
3,R,1.06205818610329,1,W,L,80,90
3,R,1.57758512677947,5,W,R,80,90
3,R,1.87047647319878,1,Y,R,80,90
3,R,1.49649914082261,1,Y,L,80,10
3,R,0.886593675888662,3,W,R,0,50
3,R,0.82816299464298,4,Y,R,34,33
3,R,2.67265411787753,4,W,L,34,33
3,R,1.69605787902901,2,Y,L,34,33
3,R,2.15412794308486,3,W,R,0,50
3,R,2.18907554061775,2,W,L,34,67
3,R,2.10646620092689,2,W,R,34,33
3,R,1.49142159550729,1,Y,R,80,90
3,R,1.50396327365411,5,W,R,80,90
3,R,1.53963048305945,3,W,R,0,50
3,R,2.04745291950599,4,Y,L,34,67
3,R,2.46284023444628,3,Y,R,0,50
3,R,1.12773666592261,5,W,L,80,10
3,R,2.75499754670955,5,Y,L,80,90
3,R,2.12137103037912,3,Y,L,0,50
3,R,1.63761187410682,4,Y,R,34,33
3,R,0.969229456432913,1,Y,R,80,90
3,R,2.23770267440204,2,Y,L,34,33
3,R,2.25477234875598,1,W,R,80,10
3,R,1.8615169298082,5,W,R,80,90
3,R,2.46270592692781,5,W,R,80,90
3,R,1.64485456478815,4,W,L,34,33
3,R,1.78657333445881,3,Y,R,0,50
3,R,2.13083565416946,2,W,L,34,67
3,R,1.93721679366809,5,W,L,80,10
3,R,1.02314446050605,1,Y,R,80,90
3,R,3.12506433690714,1,W,L,80,90
3,R,1.97112598676222,3,W,R,0,50
3,R,1.62073629965653,3,W,R,0,50
3,R,3.12182082535719,2,W,L,34,67
3,R,1.0635842440156,5,W,L,80,10
3,R,1.82273510801542,2,Y,R,34,67
3,R,2.10430255788197,2,W,L,34,67
3,R,2.64072618602995,4,Y,L,34,67
3,R,2.36128241746337,5,Y,R,80,10
3,R,1.03880015011191,1,W,L,80,90
3,R,1.4041929184782,2,W,R,34,33
3,R,1.3450149826499,5,Y,L,80,90
3,B,1.54517374795796,5,Y,L,80,90
3,B,0.786600676705575,4,Y,R,34,33
3,B,1.32172449651966,5,Y,R,80,10
3,B,0.812930358697145,2,W,R,34,33
3,B,1.01953438257453,2,W,L,34,67
3,B,0.957547706962032,1,W,R,80,10
3,B,1.13666105499613,3,Y,L,0,50
3,B,1.12640530884278,5,Y,L,80,90
3,B,1.51520364114594,1,Y,L,80,10
3,B,1.7538972466358,3,W,L,0,50
3,B,0.77735358903044,3,W,R,0,50
3,B,1.42002768477573,5,W,R,80,90
3,B,0.935819334453754,1,W,R,80,10
3,B,1.72134344776123,4,W,L,34,33
3,B,1.74555696005905,3,Y,R,0,50
3,B,1.68894198426005,5,Y,L,80,90
3,B,1.92707342114318,3,W,R,0,50
3,B,1.76049634289961,1,Y,L,80,10
3,B,1.0100574397502,4,Y,R,34,33
3,B,1.30561330311457,2,Y,L,34,33
3,B,0.829443272800745,5,Y,R,80,10
3,B,1.2249662954232,1,W,R,80,10
3,B,1.32027565791918,4,Y,R,34,33
3,B,1.88957037518685,2,Y,R,34,67
3,B,1.63706893521157,2,W,R,34,33
3,B,1.02797292096011,3,W,R,0,50
3,B,1.49469485301734,5,W,R,80,90
3,B,1.93781051102064,4,Y,L,34,67
3,B,1.28730391327645,1,Y,R,80,90
3,B,2.87376355206425,2,Y,R,34,67
3,B,2.47160267329059,2,Y,R,34,67
3,B,1.75501166852905,1,W,L,80,90
3,B,2.06324562080863,1,Y,R,80,90
3,B,2.02066593092968,4,W,L,34,33
3,B,3.19076805572286,2,W,R,34,33
3,B,2.38906213991231,2,Y,R,34,67
3,B,1.5705906195667,4,W,L,34,33
3,B,2.48791517774134,1,W,R,80,10
3,B,2.58081601883077,4,Y,R,34,33
3,B,2.32387431820916,2,W,R,34,33
3,B,2.02892749587409,5,Y,L,80,90
3,B,2.77192420008123,1,Y,R,80,90
3,B,2.70581936149529,1,W,R,80,10
3,B,2.50708359486271,4,W,L,34,33
3,B,1.12132355702806,5,W,L,80,10
3,B,1.67056348764481,3,Y,L,0,50
3,B,2.4468837801287,5,Y,R,80,10
3,B,1.94802839867907,3,Y,L,0,50
3,B,1.89407433425413,4,Y,R,34,33
3,B,1.75449066352439,5,Y,L,80,90
3,B,0.75733125251827,1,Y,R,80,90
3,B,1.47747494654004,3,Y,R,0,50
3,B,2.74024415123813,4,W,R,34,67
3,B,1.75422264941562,5,W,L,80,10
3,B,1.55378144771475,1,Y,R,80,90
3,B,1.90922704670993,4,Y,L,34,67
3,B,2.22866861587818,4,W,R,34,67
3,B,2.1719677073047,1,W,L,80,90
3,B,2.38016629494223,5,W,R,80,90
3,B,1.84851554136321,5,Y,L,80,90
3,B,1.85477931952664,5,W,R,80,90
3,B,2.30452231743266,2,Y,R,34,67
3,M,1.02021733780862,1,Y,R,80,90
3,M,0.903699405952125,1,Y,L,80,10
3,M,0.986536798006568,2,W,L,34,67
3,M,0.841361187170378,2,Y,R,34,67
3,M,0.770403850990078,4,W,L,34,33
3,M,1.14482106302455,2,Y,R,34,67
3,M,1.84316517451111,1,W,R,80,10
3,M,1.10365595882195,4,Y,L,34,67
3,M,1.08940554050082,1,Y,L,80,10
3,M,1.11992910245613,1,Y,R,80,90
3,M,1.48755882714386,1,W,L,80,90
3,M,1.48759338053242,1,W,L,80,90
3,M,1.397794532332,2,Y,L,34,33
3,M,1.52885343143703,1,Y,R,80,90
3,M,0.970018175082259,3,Y,L,0,50
3,M,1.29118140438777,4,W,L,34,33
3,M,1.69368361054671,4,W,L,34,33
3,M,0.976116096981286,5,Y,R,80,10
3,M,1.39447770750576,3,W,R,0,50
3,M,0.92280081954641,5,W,L,80,10
3,M,1.20334428725823,5,Y,R,80,10
3,M,1.02955666800767,2,W,R,34,33
3,M,0.81333688682389,5,Y,R,80,10
3,M,2.56127863161373,4,Y,R,34,33
3,M,0.770524036689039,5,W,R,80,90
3,M,1.09329144461117,1,W,L,80,90
3,M,1.65399799229795,5,Y,L,80,90
3,M,1.64434077092528,2,W,R,34,33
3,M,1.75710830804678,4,W,R,34,67
3,M,1.54472245065858,5,Y,L,80,90
3,M,1.47321977186948,2,W,R,34,33
3,M,2.74398613297399,3,Y,R,0,50
3,M,1.47037557730437,2,W,R,34,33
3,M,1.67053734725528,1,Y,L,80,10
3,M,2.01427595778227,4,W,R,34,67
3,M,1.65382372303452,4,W,R,34,67
3,M,2.83178839625111,4,W,R,34,67
3,M,2.34706384835204,2,W,L,34,67
3,M,2.888927982626,2,Y,R,34,67
3,M,1.95640173632296,1,W,R,80,10
3,M,2.74410541728002,1,W,R,80,10
3,M,1.54698915294057,1,W,L,80,90
3,M,1.19258195838393,3,Y,R,0,50
3,M,2.20424387721459,3,W,R,0,50
3,M,1.07094081064679,2,Y,L,34,33
3,M,2.58852743373791,1,Y,R,80,90
3,M,2.31059650265615,2,Y,R,34,67
3,M,2.03792009033123,4,W,R,34,67
3,M,1.32711542604466,3,W,L,0,50
3,M,1.28140970613686,4,W,R,34,67
3,M,2.30485012392683,4,Y,R,34,33
3,M,1.62026967868087,2,Y,R,34,67
3,M,1.87457360367489,5,W,L,80,10
3,M,1.72212465480379,1,Y,L,80,10
3,M,1.67559325914499,2,W,L,34,67
3,M,1.30921556897601,5,W,R,80,90
3,M,2.0312263478304,3,W,L,0,50
3,M,1.1076482272756,1,Y,R,80,90
3,M,1.00279551935682,3,W,R,0,50
3,M,1.37356148985828,5,Y,L,80,90
3,G,1.17883752185503,1,Y,R,80,90
3,G,1.15363998914734,3,Y,L,0,50
3,G,0.742776463914424,3,Y,L,0,50
3,G,0.789646182316346,1,Y,R,80,90
3,G,0.975775971453572,1,W,L,80,90
3,G,1.28986867609137,1,Y,R,80,90
3,G,1.00463195683642,3,Y,R,0,50
3,G,0.922409314631977,5,Y,R,80,10
3,G,1.18902085612478,4,Y,R,34,33
3,G,1.18098223565232,2,W,L,34,67
3,G,1.4276089986638,4,W,R,34,67
3,G,1.05255029546151,4,Y,L,34,67
3,G,1.66179113348039,1,W,L,80,90
3,G,1.07766820514382,1,W,L,80,90
3,G,1.23768524747607,3,Y,L,0,50
3,G,0.745559063308747,4,Y,R,34,33
3,G,1.30544083663676,5,Y,R,80,10
3,G,1.49022033944652,1,W,R,80,10
3,G,1.06302928655055,3,W,R,0,50
3,G,0.887340029079041,5,W,L,80,10
3,G,1.48024312365033,1,W,L,80,90
3,G,1.62747721504502,5,W,L,80,10
3,G,2.02543159435641,1,Y,R,80,90
3,G,2.42063882905472,4,Y,R,34,33
3,G,1.14000882763958,3,W,L,0,50
3,G,1.42244491964539,4,W,L,34,33
3,G,2.15449871596593,4,Y,R,34,33
3,G,2.01177699663754,4,W,L,34,33
3,G,1.2239936926544,5,Y,L,80,90
3,G,1.18690829200204,3,Y,L,0,50
3,G,1.98729036233885,2,Y,R,34,67
3,G,2.4794390813247,4,W,L,34,33
3,G,1.46377948568352,3,Y,R,0,50
3,G,1.57218608471953,5,Y,R,80,10
3,G,0.905862147604239,1,Y,R,80,90
3,G,1.73179810124634,3,W,L,0,50
3,G,1.96442082661929,2,W,L,34,67
3,G,2.03754601234368,3,W,L,0,50
3,G,3.23882190372342,1,Y,L,80,10
3,G,1.35361577172898,1,Y,L,80,10
3,G,1.5543349028585,5,Y,R,80,10
3,G,1.17600594678834,2,W,L,34,67
3,G,2.13199604709234,3,Y,L,0,50
3,G,1.49337341125761,2,Y,R,34,67
3,G,2.18928526466243,4,Y,R,34,33
3,G,1.6771803112988,2,Y,R,34,67
3,G,1.53695244522305,3,W,L,0,50
3,G,1.22038962400848,3,W,L,0,50
3,G,2.2615144660017,1,W,R,80,10
3,G,2.87148302842706,1,W,R,80,10
3,G,2.27363459280969,1,W,R,80,10
3,G,2.4214425709165,2,W,L,34,67
3,G,2.37669172638653,2,W,L,34,67
3,G,1.40468537937977,5,Y,R,80,10
3,G,2.42132358707431,5,Y,R,80,10
3,G,2.4823055102438,5,W,R,80,90
3,G,1.81057501946225,3,Y,L,0,50
3,G,2.02169261726294,2,Y,L,34,33
3,G,2.94948054238603,3,Y,L,0,50
3,G,1.72609589076092,2,Y,L,34,33
3,G,3.1894099573251,4,W,L,34,33
3,G,1.50437310688721,4,Y,L,34,67
3,G,0.787801031373419,4,W,R,34,67
3,G,1.67027384011044,4,W,R,34,67
3,G,1.91288339613538,1,W,L,80,90
3,G,2.06269396845073,3,W,R,0,50
3,G,1.64457513303842,3,W,R,0,50
3,G,1.88068534692957,5,Y,R,80,10
3,G,1.20408913812753,4,Y,L,34,67
3,G,2.35458446846224,4,W,L,34,33
3,G,1.50414204988101,5,W,R,80,90
3,G,1.38710912230499,2,Y,R,34,67
3,G,2.70486538751038,4,Y,L,34,67
3,G,0.924163725372182,3,Y,R,0,50
3,G,1.35404543560253,2,Y,R,34,67
3,G,1.4541084429552,3,W,L,0,50
3,G,1.37303297324706,1,W,R,80,10
4,R,1.31115686847716,4,W,L,34,33
4,R,0.647560846263332,5,Y,L,80,90
4,R,0.804331672867193,2,W,R,34,33
4,R,0.7058989845209,3,W,R,0,50
4,R,0.877763332124232,3,W,L,0,50
4,R,0.736523202000171,2,Y,R,34,67
4,R,0.712309990165522,2,W,L,34,67
